badgeHolder,badgeId,badgeSlug,badgeName,badgeDescription,badgeNumHolders,badgeType
brotherq,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
brotherq,11,first-like,First Like,Liked a post,3387,Bronze
brotherq,45,enthusiast,Enthusiast,Visited 10 consecutive days,269,Bronze
Connoisseur,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Connoisseur,11,first-like,First Like,Liked a post,3387,Bronze
Bomloz,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Bomloz,11,first-like,First Like,Liked a post,3387,Bronze
Bomloz,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",212,Bronze
Ratings,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Ratings,11,first-like,First Like,Liked a post,3387,Bronze
Shuraim2021,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Shuraim2021,11,first-like,First Like,Liked a post,3387,Bronze
Rodrigues,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Rodrigues,11,first-like,First Like,Liked a post,3387,Bronze
Dev_Arb,11,first-like,First Like,Liked a post,3387,Bronze
Hellenstans.eth,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Hellenstans.eth,45,enthusiast,Enthusiast,Visited 10 consecutive days,269,Bronze
0xSahbaz,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
kakagri,11,first-like,First Like,Liked a post,3387,Bronze
Cayman-Islands,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Cayman-Islands,11,first-like,First Like,Liked a post,3387,Bronze
bangalore,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
bangalore,11,first-like,First Like,Liked a post,3387,Bronze
Alright,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Alright,11,first-like,First Like,Liked a post,3387,Bronze
rhfc,11,first-like,First Like,Liked a post,3387,Bronze
Rose_NFTScan,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
BigFanBoy,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
BigFanBoy,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
BigFanBoy,11,first-like,First Like,Liked a post,3387,Bronze
BigFanBoy,13,first-flag,First Flag,Flagged a post,100,Bronze
Me2,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Me2,11,first-like,First Like,Liked a post,3387,Bronze
0xshiping-capital,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
0xshiping-capital,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
0xshiping-capital,11,first-like,First Like,Liked a post,3387,Bronze
Raviga-Capital,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
Raviga-Capital,11,first-like,First Like,Liked a post,3387,Bronze
remix,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
remix,11,first-like,First Like,Liked a post,3387,Bronze
Thodex,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Thodex,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
Thodex,11,first-like,First Like,Liked a post,3387,Bronze
nurs,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
nurs,11,first-like,First Like,Liked a post,3387,Bronze
Danny11,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Danny11,11,first-like,First Like,Liked a post,3387,Bronze
Con-Artist,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Con-Artist,11,first-like,First Like,Liked a post,3387,Bronze
wyncg,11,first-like,First Like,Liked a post,3387,Bronze
Bitzlato,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Bitzlato,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
Bitzlato,11,first-like,First Like,Liked a post,3387,Bronze
MotusAK,11,first-like,First Like,Liked a post,3387,Bronze
Rula,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Rula,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",212,Bronze
crypticonyx,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
crypticonyx,11,first-like,First Like,Liked a post,3387,Bronze
crypticonyx,45,enthusiast,Enthusiast,Visited 10 consecutive days,269,Bronze
Gravity007,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Gravity007,11,first-like,First Like,Liked a post,3387,Bronze
Gravity007,12,first-share,First Share,Shared a post,544,Bronze
0xbeyza,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
0xbeyza,11,first-like,First Like,Liked a post,3387,Bronze
SingleFinance,11,first-like,First Like,Liked a post,3387,Bronze
SuShef,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
SuShef,11,first-like,First Like,Liked a post,3387,Bronze
pernest87,11,first-like,First Like,Liked a post,3387,Bronze
Deal,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Deal,11,first-like,First Like,Liked a post,3387,Bronze
Wetphu,11,first-like,First Like,Liked a post,3387,Bronze
dawkdawk,11,first-like,First Like,Liked a post,3387,Bronze
MR.Rahaman,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
MR.Rahaman,11,first-like,First Like,Liked a post,3387,Bronze
Heisendefi,11,first-like,First Like,Liked a post,3387,Bronze
I-PAY-TO-SHILL,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
I-PAY-TO-SHILL,11,first-like,First Like,Liked a post,3387,Bronze
Akash-Haven1,11,first-like,First Like,Liked a post,3387,Bronze
Hadiparsa,11,first-like,First Like,Liked a post,3387,Bronze
09mmm123,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",212,Bronze
rezatb,11,first-like,First Like,Liked a post,3387,Bronze
Romanstone,11,first-like,First Like,Liked a post,3387,Bronze
abmis,11,first-like,First Like,Liked a post,3387,Bronze
schlabach,11,first-like,First Like,Liked a post,3387,Bronze
Pisagid,11,first-like,First Like,Liked a post,3387,Bronze
llama,11,first-like,First Like,Liked a post,3387,Bronze
Rug,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Rug,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
Rug,11,first-like,First Like,Liked a post,3387,Bronze
Fraud-Expertise,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Fraud-Expertise,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
Fraud-Expertise,11,first-like,First Like,Liked a post,3387,Bronze
alex_env,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
cpstl,11,first-like,First Like,Liked a post,3387,Bronze
eleventh19,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Arbitsuport,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Ne0_d3gen,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Ne0_d3gen,11,first-like,First Like,Liked a post,3387,Bronze
satoshi360226,11,first-like,First Like,Liked a post,3387,Bronze
kamixa,11,first-like,First Like,Liked a post,3387,Bronze
Officialwisdomrich,11,first-like,First Like,Liked a post,3387,Bronze
Alim,11,first-like,First Like,Liked a post,3387,Bronze
RazzyDM,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
RazzyDM,11,first-like,First Like,Liked a post,3387,Bronze
RazzyDM,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",212,Bronze
kfx,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
kfx,11,first-like,First Like,Liked a post,3387,Bronze
banterltyics,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
nDscrypt,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
nDscrypt,11,first-like,First Like,Liked a post,3387,Bronze
linkederic,11,first-like,First Like,Liked a post,3387,Bronze
Jon_Charbonneau,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Cryptodeadbeat,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Ervinl,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Yarik33,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
0xsimmo,11,first-like,First Like,Liked a post,3387,Bronze
Fembros,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
LamVu,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
LamVu,11,first-like,First Like,Liked a post,3387,Bronze
LamVu,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",212,Bronze
pollo,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
pollo,11,first-like,First Like,Liked a post,3387,Bronze
shaurya,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
shaurya,11,first-like,First Like,Liked a post,3387,Bronze
Netrim,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Netrim,11,first-like,First Like,Liked a post,3387,Bronze
Netrim,12,first-share,First Share,Shared a post,544,Bronze
Netrim,45,enthusiast,Enthusiast,Visited 10 consecutive days,269,Bronze
LionMan,11,first-like,First Like,Liked a post,3387,Bronze
Michael22,11,first-like,First Like,Liked a post,3387,Bronze
Sadegh021,11,first-like,First Like,Liked a post,3387,Bronze
EdgarDang,11,first-like,First Like,Liked a post,3387,Bronze
13305,11,first-like,First Like,Liked a post,3387,Bronze
Magnaa,11,first-like,First Like,Liked a post,3387,Bronze
0xwhaleshark,11,first-like,First Like,Liked a post,3387,Bronze
Kelvin83,11,first-like,First Like,Liked a post,3387,Bronze
Pareto,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Malek64sw,11,first-like,First Like,Liked a post,3387,Bronze
MidnightLightning,10,editor,Editor,First post edit,678,Bronze
tejjinxy,11,first-like,First Like,Liked a post,3387,Bronze
ahmedmossati,11,first-like,First Like,Liked a post,3387,Bronze
Pablo.Velasquez,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Pablo.Velasquez,11,first-like,First Like,Liked a post,3387,Bronze
Pablo.Velasquez,13,first-flag,First Flag,Flagged a post,100,Bronze
Manurina,11,first-like,First Like,Liked a post,3387,Bronze
Valerii1602,11,first-like,First Like,Liked a post,3387,Bronze
Basirat,11,first-like,First Like,Liked a post,3387,Bronze
cagnaccio.eth,11,first-like,First Like,Liked a post,3387,Bronze
Vantu11,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Vantu11,11,first-like,First Like,Liked a post,3387,Bronze
Vantu11,12,first-share,First Share,Shared a post,544,Bronze
IcedNFTea,11,first-like,First Like,Liked a post,3387,Bronze
Richard.Heart,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Richard.Heart,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
Richard.Heart,11,first-like,First Like,Liked a post,3387,Bronze
Richard.Heart,33,out-of-love,Out of Love,Used 50 likes in a day,48,Bronze
Carl.Runefelt,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Carl.Runefelt,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
Carl.Runefelt,11,first-like,First Like,Liked a post,3387,Bronze
Rug.3.0,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Rug.3.0,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
Rug.3.0,11,first-like,First Like,Liked a post,3387,Bronze
Rug.3.0,33,out-of-love,Out of Love,Used 50 likes in a day,48,Bronze
Mich,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Mich,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
Mich,11,first-like,First Like,Liked a post,3387,Bronze
Jos,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Jos,11,first-like,First Like,Liked a post,3387,Bronze
Jos,45,enthusiast,Enthusiast,Visited 10 consecutive days,269,Bronze
Albhion,11,first-like,First Like,Liked a post,3387,Bronze
Kyle,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Kyle,11,first-like,First Like,Liked a post,3387,Bronze
umanuma,45,enthusiast,Enthusiast,Visited 10 consecutive days,269,Bronze
yomaokobiah,11,first-like,First Like,Liked a post,3387,Bronze
yomaokobiah,45,enthusiast,Enthusiast,Visited 10 consecutive days,269,Bronze
milk-cash,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
milk-cash,11,first-like,First Like,Liked a post,3387,Bronze
SBF,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
SBF,11,first-like,First Like,Liked a post,3387,Bronze
Myke.Towers,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Myke.Towers,11,first-like,First Like,Liked a post,3387,Bronze
Classy,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Classy,11,first-like,First Like,Liked a post,3387,Bronze
Maxlux,11,first-like,First Like,Liked a post,3387,Bronze
mmhc,11,first-like,First Like,Liked a post,3387,Bronze
Mehrzad.m,11,first-like,First Like,Liked a post,3387,Bronze
Mariayanez77,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",212,Bronze
chinito,11,first-like,First Like,Liked a post,3387,Bronze
SrWIlbur,11,first-like,First Like,Liked a post,3387,Bronze
state_maxi,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Ying_Fracton,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Ying_Fracton,11,first-like,First Like,Liked a post,3387,Bronze
Ying_Fracton,12,first-share,First Share,Shared a post,544,Bronze
web3auth,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
web3auth,11,first-like,First Like,Liked a post,3387,Bronze
kiemtienty,11,first-like,First Like,Liked a post,3387,Bronze
Harrizko,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Harrizko,11,first-like,First Like,Liked a post,3387,Bronze
Harrizko,12,first-share,First Share,Shared a post,544,Bronze
Harrizko,45,enthusiast,Enthusiast,Visited 10 consecutive days,269,Bronze
Harrizko,100,certified,Certified,Completed our new user tutorial,215,Bronze
treasure,12,first-share,First Share,Shared a post,544,Bronze
Judge_Vilhelm,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Judge_Vilhelm,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
Judge_Vilhelm,11,first-like,First Like,Liked a post,3387,Bronze
Judge_Vilhelm,12,first-share,First Share,Shared a post,544,Bronze
Judge_Vilhelm,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",212,Bronze
Judge_Vilhelm,21,nice-share,Nice Share,Shared a post with 25 unique visitors,227,Bronze
113kw,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
113kw,11,first-like,First Like,Liked a post,3388,Bronze
Evo2100,11,first-like,First Like,Liked a post,3388,Bronze
Lysis,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Lysis,11,first-like,First Like,Liked a post,3388,Bronze
Sennefer,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Sennefer,11,first-like,First Like,Liked a post,3388,Bronze
Kick-Jab,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Kick-Jab,11,first-like,First Like,Liked a post,3389,Bronze
Kick-Jab,33,out-of-love,Out of Love,Used 50 likes in a day,48,Bronze
razgraf,11,first-like,First Like,Liked a post,3389,Bronze
Alex.G,11,first-like,First Like,Liked a post,3389,Bronze
Jess,11,first-like,First Like,Liked a post,3389,Bronze
OMOKAS,11,first-like,First Like,Liked a post,3389,Bronze
OMOKAS,41,first-emoji,First Emoji,Used an Emoji in a Post,456,Bronze
0xRecruiter,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
0xRecruiter,11,first-like,First Like,Liked a post,3389,Bronze
0xLocoPacha,11,first-like,First Like,Liked a post,3389,Bronze
Candufaz,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Candufaz,11,first-like,First Like,Liked a post,3389,Bronze
Javier,11,first-like,First Like,Liked a post,3389,Bronze
Cicco_b,11,first-like,First Like,Liked a post,3389,Bronze
Srk,11,first-like,First Like,Liked a post,3389,Bronze
TiffanyGomas,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
TiffanyGomas,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
TiffanyGomas,11,first-like,First Like,Liked a post,3389,Bronze
MaximWagner,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
MaximWagner,11,first-like,First Like,Liked a post,3389,Bronze
Temi.Popoola,11,first-like,First Like,Liked a post,3389,Bronze
dknina,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
dknina,11,first-like,First Like,Liked a post,3389,Bronze
dknina,12,first-share,First Share,Shared a post,544,Bronze
dknina,45,enthusiast,Enthusiast,Visited 10 consecutive days,269,Bronze
thrivegiraffe,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
thrivegiraffe,11,first-like,First Like,Liked a post,3389,Bronze
Martin-S,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Martin-S,11,first-like,First Like,Liked a post,3389,Bronze
AleksHD,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
AleksHD,11,first-like,First Like,Liked a post,3389,Bronze
zemse,10,editor,Editor,First post edit,679,Bronze
Opicious,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Opicious,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
Opicious,11,first-like,First Like,Liked a post,3389,Bronze
willy,11,first-like,First Like,Liked a post,3389,Bronze
Trump,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Trump,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
Trump,11,first-like,First Like,Liked a post,3389,Bronze
Esam001,100,certified,Certified,Completed our new user tutorial,215,Bronze
Vcash,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Vcash,11,first-like,First Like,Liked a post,3389,Bronze
0xZakk,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
maltietc,100,certified,Certified,Completed our new user tutorial,215,Bronze
MarioX,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
MarioX,11,first-like,First Like,Liked a post,3389,Bronze
zach,11,first-like,First Like,Liked a post,3389,Bronze
rw10,11,first-like,First Like,Liked a post,3389,Bronze
Marivic,11,first-like,First Like,Liked a post,3389,Bronze
Julian,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",212,Bronze
fridiculous,11,first-like,First Like,Liked a post,3389,Bronze
0xlide,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
0xlide,11,first-like,First Like,Liked a post,3389,Bronze
0xlide,12,first-share,First Share,Shared a post,544,Bronze
yogistoic,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
yogistoic,11,first-like,First Like,Liked a post,3389,Bronze
Wade03,11,first-like,First Like,Liked a post,3389,Bronze
AustinG,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
AustinG,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
AustinG,11,first-like,First Like,Liked a post,3389,Bronze
Fitriyani,11,first-like,First Like,Liked a post,3389,Bronze
ego97516,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
andrey111,11,first-like,First Like,Liked a post,3389,Bronze
MyMan,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
MyMan,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
MyMan,11,first-like,First Like,Liked a post,3389,Bronze
TheFed,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
TheFed,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",290,Bronze
TheFed,11,first-like,First Like,Liked a post,3389,Bronze
Tane,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
Tane,11,first-like,First Like,Liked a post,3389,Bronze
Tane,12,first-share,First Share,Shared a post,544,Bronze
Tane,13,first-flag,First Flag,Flagged a post,100,Bronze
Tane,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",212,Bronze
santicristobal,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
santicristobal,11,first-like,First Like,Liked a post,3389,Bronze
aaruran,11,first-like,First Like,Liked a post,3389,Bronze
wfu,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
wfu,11,first-like,First Like,Liked a post,3389,Bronze
enti,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
enti,11,first-like,First Like,Liked a post,3389,Bronze
Forex-trading-teams,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4256,Bronze
